coulomb,turbulent,volume
0.249994473,1124.163175,6.348191158
0.235506897,1622.202187,8.300484228
0.23351819,1599.728373,6.638607947
0.147536359,304.3173793,4.869919824
0.193435325,1931.240742,6.071079273
0.126800435,923.2832766,6.210197131
0.24800203,1588.826055,5.873524492
0.139731066,1550.753941,8.181322236
0.104899544,743.1902847,7.566662279
0.221482634,1085.400928,9.219544725
0.19184847,798.0848239,7.491583013
0.130622282,549.6225899,8.223102808
0.215179149,1166.101241,4.021525732
0.103204286,1501.167653,3.410887579
0.059709328,1317.581585,4.981466006
0.160088428,1192.746261,4.513532972
0.038114656,1491.519058,7.465441188
0.245047987,975.0942439,7.584060192
0.204678914,415.9594801,4.565550674
0.062030991,877.794634,4.414826633
0.16336927,626.2200521,6.905692072
0.107633228,2166.19018,8.693463923
0.107944292,1030.756072,5.143014626
0.134400571,989.5098508,7.98140266
0.142833647,1046.754995,6.079389628
0.217013305,1107.700468,6.279570651
0.105467162,963.5445935,6.592513409
0.184524629,266.5413515,5.436876394
0.117737608,775.0455011,6.217930311
0.122917568,508.3459396,3.997379196
0.028751557,1408.857583,6.340608535
0.073984616,1725.016562,4.411946577
0.140908232,1758.627753,9.236552484
0.046040428,1066.970229,7.064122686
0.153827765,957.9495156,6.288876709
0.256632672,441.9890326,9.548465824
0.177593984,306.3312333,8.067272776
0.147299632,1992.137704,3.948537601
0.12558306,617.487039,5.833267323
0.192160942,729.2448005,9.057194138
0.078732203,1386.88546,5.180556636
0.213365293,1461.263218,6.357121526
0.200808674,1055.483897,7.746222858
0.12798026,362.1304704,9.561082456
0.160170549,787.577308,5.308900544
0.067474211,2186.806597,5.340377484
0.031558927,1263.386227,7.242162068
0.205640611,1115.659116,6.085828019
0.146710317,1736.766748,6.835910058
0.192573408,1109.948483,5.607474107
0.205819164,1365.466534,5.039143291
0.236081025,926.1886205,5.490141882
0.228592782,2138.785697,7.264175683
0.126225279,466.2598555,5.340694468
0.084813654,1001.113765,7.662013338
0.054700387,1678.887115,7.674016497
0.127397714,1911.448712,4.156058658
0.113550856,574.3834959,4.261828458
0.128790507,1366.412918,7.181327758
0.045899413,2172.59684,6.830232515
0.22124792,1699.203589,6.238189755
0.280977016,1197.705297,8.215106928
0.167926279,888.8712772,4.301498072
0.157126206,1764.76784,4.851280223
0.150319191,405.8694978,7.981801075
0.264632122,2010.79858,9.007048739
0.131727977,1248.031446,3.635084947
0.13060394,1934.550084,5.330299633
0.218620003,1694.286743,6.414075854
0.131814216,845.4250822,8.766685522
0.074923407,1291.571235,5.473602027
0.277910494,1539.429383,7.615880597
0.144576126,2057.287782,8.30794915
0.10915656,902.7621678,5.858181337
0.208977454,1540.045602,8.217446312
0.114196592,366.1075276,5.156088818
0.182233131,676.7283551,6.17970901
0.066587014,1145.222317,6.812337285
0.221006921,1789.072871,3.445737751
0.173147347,1814.024483,6.219131442
0.095106388,1911.302485,8.370037918
0.247333516,1326.297795,6.04749196
0.086054978,2065.925408,6.544033914
0.126702237,933.9969819,5.226780974
0.136345804,1979.046736,4.167877466
0.098231136,857.8504257,8.07558589
0.296729683,1975.165004,4.126812333
0.154794594,138.3054772,8.22311351
0.288987744,208.5636279,3.905380758
0.200077085,269.2160695,6.320007554
0.207438778,1036.037633,9.254426856
0.157942794,777.5952409,8.468350128
0.125293381,2169.251431,6.341568924
0.050711045,906.1412004,7.157771724
0.079651042,1458.06874,4.950281329
0.160390756,1310.63245,4.141100399
0.094940459,219.1458117,6.049101762
0.071448442,1349.900848,3.605553488
0.082620843,1177.305941,5.108042261
0.17851969,907.1358654,7.597178863
0.130719538,1834.308332,4.040551919
0.183253332,641.2114982,7.065620732
0.156181586,181.4006285,5.938475019
0.254417093,1541.804956,6.858392419
0.064614685,1822.306475,6.653445469
0.1238581,2094.166222,3.937304571
0.184268877,1886.999017,8.327112945
0.135438219,909.4095905,7.536433696
0.15473344,747.329755,8.119443621
0.142010023,507.6426799,5.136017269
0.224979635,861.7463721,4.765162989
0.062770877,1137.028789,8.643965761
0.140199226,1058.056515,4.397509598
0.232034771,578.3386632,9.117601235
0.224456183,881.1294618,9.114945004
0.199063736,1655.237126,5.936400403
0.197517741,1366.335399,3.96467112
0.09470715,899.2385192,9.2950561
0.202264617,1461.760029,5.962645262
0.069061292,289.4393862,5.685165941
0.217160749,1008.279568,5.376684269
0.269011543,443.9675108,4.764098455
0.103733338,1561.660951,7.888687701
0.132761206,1559.994087,4.291080363
0.15708779,233.8603766,9.112936951
0.216386638,1340.311401,9.524247914
0.134202373,380.1895731,8.60209929
0.10135105,1271.271677,3.203453673
0.246228026,460.5897301,7.093238513
0.171446962,537.1936976,5.028405086
0.076736285,1685.079135,6.158573021
0.21240416,974.9074186,4.135781656
0.285469179,1895.634453,5.639691995
0.13489657,2104.430255,6.819049922
0.247671095,1431.37105,3.907487055
0.299484748,1104.927311,3.278227864
0.165652786,276.8052709,9.164092905
0.200125471,946.0007355,4.83702756
0.234903516,539.1151778,3.251773211
0.19393983,890.4947487,9.36027135
0.144110335,1837.039335,7.985743057
0.225369888,768.2067369,6.36390006
0.20957418,413.2877234,6.002363756
0.174059332,2123.344932,8.454824695
0.132825842,192.7603324,9.372325638
0.273346147,1113.935553,3.261112524
0.24697202,1230.11304,5.163929287
0.092601899,1375.062671,9.252407175
0.053179303,1378.921,6.042922231
0.214059513,696.5561872,6.121643731
0.270582721,1246.881844,9.034211034
0.142328432,558.0997985,6.365037789
0.073047295,100.0022677,9.584901783
0.159051057,805.213673,5.830566443
0.125921493,1723.078796,8.728514267
0.021869552,1353.204135,8.725803731
0.026906503,1432.387993,5.843022446
0.236903245,1318.95033,6.659197963
0.172604844,1686.698519,7.369050483
0.134033895,607.0282182,3.949152005
0.083697659,921.1474413,5.404105399
0.223687417,1717.196298,3.85749868
0.155514366,173.1477424,7.141928144
0.150472746,2169.183391,7.498950929
0.110156017,897.274681,4.783050273
0.174882811,1251.440234,9.330714262
0.185614138,939.1548042,3.390043855
0.210776235,1114.069123,6.985081177
0.248291281,2157.420481,3.347787328
0.291526437,651.6282206,7.252327015
0.10728704,1529.805486,6.35758176
0.117907802,263.693524,7.021827424
0.181153804,506.727278,8.48304946
0.077367981,1529.040862,7.161054079
0.217222076,610.3722525,6.705132831
0.122974446,305.3927602,6.888596818
0.069286667,1392.267779,3.441419978
0.079435011,1041.05226,9.388533441
0.1875128,1618.061659,9.329091207
0.130595939,612.652392,6.266754496
0.21408896,1648.200784,7.152560079
0.255495333,1083.072604,8.079547378
0.177153719,1072.691518,6.939229129
0.237178622,1385.047876,4.907397711
0.219125014,952.1949581,7.858805573
0.230248821,598.8832443,4.141296494
0.197092692,1192.997541,4.842124045
0.219912866,1416.934884,6.814145467
0.094763148,1126.91349,8.900534329
0.21411622,872.4747978,4.258836903
0.201024106,1753.123209,6.787386122
0.134936569,643.6143302,5.058281948
0.248954548,649.3028607,7.074341072
0.165551652,193.9769096,8.994687937
0.043922883,1351.773095,5.841449828
0.222800512,1588.866496,7.343388031
0.059811526,569.5353422,8.804451823
0.055331719,1453.335556,4.692673365
0.128129919,695.997566,5.663548364
0.230174787,1410.896577,5.656114727
0.229600442,2102.202147,6.379619427
0.197639156,1309.975723,3.270710589
0.219366542,1234.854707,7.953243408
0.172148483,1174.149284,7.114951398
0.139903363,1847.411388,4.392774125
0.269129536,1801.031751,3.922187778
0.228441538,678.521202,6.004471168
0.180395859,2138.382644,3.332660712
0.155190465,1593.949625,5.949313961
0.191447514,1278.92568,6.475334353
0.110162987,1875.655394,5.101523063
0.216897117,955.8275854,6.370723353
0.245110492,709.1954342,7.622424189
0.140140232,1255.560632,7.69558723
0.080470042,525.8781355,6.244663826
0.206086848,1192.452556,8.659025828
0.214164311,695.8647435,4.909667554
0.151611835,202.4856248,6.081481754
0.124811389,736.8559151,4.625287692
0.259639134,426.1202232,5.710769659
0.283386063,596.8396125,3.609025483
0.105256208,1544.16952,7.646411337
0.055568326,1849.710606,8.944556858
0.120943799,630.2037636,5.150661062
0.140966758,447.2388375,6.773779881
0.14940003,1130.631254,4.408555462
0.103250923,1651.081113,6.736441661
0.124854187,934.0410711,4.795384336
0.199729006,2024.506539,9.561893849
0.259689803,960.3262867,9.101903085
0.158973759,974.4473676,4.530516926
0.25746443,115.1376119,5.413600197
0.232595553,1037.306786,5.738174439
0.264359766,1262.706747,5.314100974
0.136707189,1596.299159,7.346322026
0.118624036,2160.408989,6.91752582
0.15562525,1454.15867,7.647150468
0.154192552,979.6436624,8.749857075
0.227824113,1218.335884,7.943191113
0.136694016,200.0365939,6.621102714
0.265175702,649.7365762,4.789983887
0.208596444,1144.226186,7.281056959
0.055016097,904.7453263,3.435506407
0.085715366,736.6321537,5.072670178
0.159546569,1514.233129,4.770621524
0.09143931,2079.296357,9.580372502
0.215747669,2127.483137,3.271225775
0.209946639,1185.271329,6.045357467
0.192635532,1790.710273,6.313357299
0.155679792,765.8152928,7.826585464
0.12753398,1515.287808,7.491994877
0.285405845,1279.539335,3.448285896
0.074098207,832.3939858,8.289476484
0.117817967,1921.561544,7.180302811
0.175670463,1141.076156,5.44775255
0.246941502,948.3565869,8.751114383
0.155326841,376.1575801,7.510096862
0.108927628,1796.525604,3.751254301
0.093925546,1013.389146,4.494955212
0.220814213,1148.530394,6.277671133
0.070933003,692.2690117,6.113536393
0.075227449,227.5204885,8.932322131
0.132763613,476.5320352,3.745872744
0.178336963,681.379072,3.220974353
0.055506523,325.3224814,3.638886614
0.047559564,1063.37988,5.13917788
0.180165546,987.4437983,9.17653636
0.21760729,1757.240021,7.179206593
0.249149013,1105.98219,9.385360173
0.103286961,719.5092312,8.243448084
0.155832043,787.5561252,3.52532459
0.125599253,1203.647176,9.065731484
0.223713825,1207.444441,8.75827121
0.283750507,1252.879559,5.495850907
0.098616098,818.5675619,3.472461312
0.106609456,1773.460429,6.793061253
0.120460048,1535.013206,5.275267669
0.263405499,1887.443994,9.532979579
0.175435983,830.7391552,7.279970848
0.237119583,1576.545624,6.519541008
0.178684846,995.3043353,4.292655824
0.165067663,1181.324182,7.190429835
0.169922844,842.2273977,7.227144292
0.138009568,1485.26861,8.010747284
0.093819756,1696.659799,5.548248477
0.113522295,2148.641244,5.847438982
0.084960597,986.3586456,4.515142075
0.124485486,1184.49803,6.663145436
0.220671802,1460.30622,8.885272469
0.170573733,686.0524526,7.837920275
0.193011317,917.9219218,5.158117512
0.24761502,1920.776025,6.766097749
0.08704593,1638.774996,3.438998416
0.231486497,608.9194008,8.124646701
0.138983589,454.1684208,7.054327208
0.158880472,1014.759517,5.797380306
0.069140081,692.1528082,5.12777776
0.167337923,1012.750907,4.921720436
0.163297483,1746.950536,8.280457387
0.119762448,1512.714249,7.918608667
0.185169936,1610.90419,7.955388468
0.298044885,1208.898895,3.23252136
0.123164703,1286.655358,5.537928755
0.146435674,1532.29966,3.918237071
0.244013507,970.5339666,6.699576375
0.197554725,1004.464575,7.581131889
0.021379207,1495.752593,7.493281005
0.157177519,789.9551136,3.660892129
0.161017587,647.7661734,7.49696091
0.14580898,1679.824121,7.363022087
0.21547094,1337.146346,7.705763273
0.124135527,685.3054308,6.123940803
0.286833942,1208.108033,6.876039077
0.116285227,846.5865373,5.95241101
0.032847087,1859.609895,5.326544485
0.236422189,1329.877506,6.723218282
0.219849233,1724.402515,4.055951011
0.196538928,1129.40612,4.830583339
0.142354671,516.8046175,6.603105508
0.206682075,854.8186634,3.79983321
0.029654408,1477.120781,7.468106581
0.143094195,833.11869,7.226755613
0.131096926,1604.65823,8.686905108
0.120574574,728.4949426,6.909542657
0.198943707,1701.337981,6.968935588
0.039153195,1952.472834,4.133049779
0.226235068,2131.959606,3.906667018
0.219356653,2076.311198,7.12763983
0.23706134,1548.596456,4.795541869
0.251102451,2002.349219,9.522704029
0.171868023,1603.622535,8.184259903
0.131900015,980.7239575,7.21004099
0.160409082,1604.839239,4.597787082
0.177106096,1711.822532,5.650684472
0.115805299,1653.724192,7.339147822
0.112222236,1059.607928,6.989392193
0.037198501,848.3894925,6.340712367
0.034548226,1419.014713,4.262947635
0.184886589,1231.966827,5.203088894
0.099400928,1560.599188,8.260430814
0.148262088,2016.514522,5.505495542
0.118079399,1353.693468,6.170641639
0.149348455,1099.355504,9.33692458
0.162515141,1931.385085,6.763183504
0.173944524,1119.248767,5.040774291
0.176632924,1720.930678,9.004345243
0.239680447,2146.327956,7.54253451
0.172458107,2042.853477,6.194977223
0.079342499,636.5850739,4.305553212
0.045297374,1965.456003,4.499565871
0.073686817,1827.632514,9.182728874
0.234493305,1739.191706,8.36152018
0.208655207,636.5872666,7.84651394
0.081867144,812.4313736,4.582358991
0.211491277,1013.548413,5.444550318
0.22907223,1767.95679,5.741271583
0.125310893,1045.221324,5.020548246
0.126031231,371.5536861,5.770896163
0.121709801,1830.62151,8.977399332
0.164265421,478.7758112,7.434720499
0.134337358,640.5785981,6.88409015
0.206349078,1104.479075,9.116056433
0.182923121,1809.881417,6.846587847
0.219932206,335.8385686,6.040375482
0.18432256,946.4426372,3.676024034
0.085981499,1085.846507,3.311249839
0.146968086,1644.605832,6.45791608
0.170980996,2069.359491,6.043837284
0.158276686,1693.55977,3.492828108
0.110740169,1352.891557,4.878949989
0.19376451,469.4534863,5.172001333
0.043226736,1176.319604,7.847859564
0.16460527,782.7510344,5.636219781
0.158762728,2156.851953,8.653460818
0.278481546,1927.910549,5.344134926
0.158452804,783.1076073,7.994467201
0.155340261,789.9253528,3.537213566
0.210659095,2097.713589,8.008699659
0.227637393,1418.667253,5.113423796
0.096069841,1727.433987,5.40168526
0.201541592,1117.886289,8.628536352
0.193377888,968.6153678,9.041757229
0.263301763,790.5646377,3.599530385
0.093007628,738.4422462,7.599427066
0.023752383,551.1390203,8.859951878
0.10037437,870.2788901,5.270273777
0.243448307,975.2934252,7.41785824
0.032787303,799.2550516,5.397500372
0.046627682,1501.199081,7.172866553
0.264317186,957.6460677,5.169472334
0.126306543,598.9457411,7.197172187
0.06568965,1434.966138,5.83134622
0.221978715,1867.569166,5.068106376
0.125622565,1123.247996,4.29250707
0.288206726,1113.388572,9.180248429
0.190270038,1964.020697,5.731114379
0.19979132,590.0119065,6.097689895
0.115681864,1008.688244,4.304686052
0.137196571,977.3010127,4.356414398
0.06327087,378.8957049,6.253736875
0.088686019,369.4545743,4.531110438
0.293447609,1774.30243,8.184090652
0.134899739,757.8362591,6.566658197
0.204080795,1868.05189,6.558304488
