coulomb,turbulent,volume
0.183031254,1062.200839,1.973217658
0.204997237,1137.081587,1.426203886
0.197753448,1386.101094,1.644616673
0.196759095,1374.864186,1.458694264
0.080425932,1328.199903,1.411905911
0.15376818,727.1586896,1.26082228
0.176717662,1540.620371,1.395201994
0.175506864,1134.531051,0.939012679
0.143400217,1036.641638,1.410765804
0.204001015,1369.413028,1.373100553
0.149865533,1350.37697,1.631285425
0.132449772,946.5951424,1.562520342
0.190741317,1117.700464,1.747436566
0.175924235,974.0424119,1.55412085
0.114825476,1561.994314,2.140983164
0.145311141,849.8112949,1.635959627
0.154597816,1840.465106,1.417952079
0.187589574,1158.050621,1.165908191
0.167551692,631.0743942,1.95666864
0.166130134,1774.625855,1.602232411
0.131602143,1325.583827,1.097593048
0.109854664,1233.790793,1.273301509
0.160044214,1171.373131,1.220951501
0.137253251,1111.136148,1.853755145
0.099057328,1320.759529,1.551196233
0.202523993,1062.547122,1.564466734
0.170683952,994.0254911,1.864416675
0.206416105,1351.311424,2.000086377
0.182339457,782.9797401,1.226770982
0.111015495,1013.897317,1.20990873
0.161684635,888.110026,1.488574301
0.133816614,1658.09509,1.688581276
0.196406969,1260.45329,2.034219037
0.134570542,1017.27714,1.944757041
0.133972146,1090.378036,1.291374761
0.147200285,1069.754925,1.608919423
0.152906781,1004.53723,1.912807899
0.151416824,1098.377498,1.396131715
0.188506652,1128.850234,1.418526967
0.132733581,1056.772297,1.453537438
0.136444221,1302.805155,0.888414919
0.172262314,708.2706757,1.324250547
0.138868804,962.5227506,1.411630954
0.083425623,1488.267702,0.835939868
0.141458784,829.1729698,1.163206798
0.243486662,1155.001241,0.97150441
0.094375779,1279.428792,1.42535558
0.147277265,882.8083826,0.899489209
0.116992308,1437.508281,1.209586523
0.104622926,1687.421054,1.584185935
0.150454116,1454.313877,1.749339309
0.135230278,1784.254459,1.340700323
0.103020214,1108.485114,1.506298725
0.252319136,1180.418181,1.595605572
0.156913883,1053.974758,1.419568082
0.191505584,1746.63294,1.799806493
0.208316336,795.9945163,1.784234614
0.168796992,728.1656166,1.618526142
0.153649816,1571.068852,1.157742644
0.14279153,883.7435195,1.368596782
0.176080471,939.6224002,1.729273594
0.111676689,848.7044813,1.947934459
0.119366101,1268.44273,1.295574774
0.176376074,1635.55107,1.999998659
0.186682647,1305.631609,1.427202971
0.180404337,1102.741948,1.582608682
0.14399013,756.0652352,1.7856461
0.220789801,1061.237086,0.983322267
0.185689652,1137.146123,0.81150781
0.160085274,968.788654,1.309933248
0.113737105,1668.403299,1.313454731
0.095779464,1206.693114,1.526216881
0.120566932,319.4353069,1.20270755
0.182820305,1132.829558,1.39685201
0.182432829,808.8931414,1.824646182
0.159786239,1353.351817,1.802210569
0.168939217,897.3715613,1.848341311
0.079993402,993.3726622,1.340469886
0.153355159,1443.383374,1.480767438
0.176286704,1129.974241,1.343336166
0.182909582,1257.733267,1.279754156
0.198040512,1038.09431,1.330209623
0.194296391,1644.392848,1.528679655
0.14311264,808.1299277,1.313490194
0.122406827,1075.556882,1.573187742
0.125925716,1911.635478,1.48785218
0.205208291,491.8768558,1.697278414
0.107350194,1414.443557,1.574530596
0.143698857,1530.724356,1.180959062
0.136775428,862.191748,1.192792059
0.197807398,1274.689368,1.791847
0.144395253,1258.206459,1.519411043
0.102949706,1661.29842,1.480132263
0.19062396,1424.601795,1.413897479
0.147767383,1406.931189,1.057067263
0.238853495,1039.705769,2.024184018
0.220488508,1173.852648,1.635065088
0.119018061,1242.86437,1.80561326
0.163963139,1019.435639,1.197230097
0.158563103,1457.38392,1.258736975
0.155159596,777.9347489,1.608963995
0.212316061,1580.39929,1.723663578
0.085208448,1288.583482,1.595296546
0.145863989,1199.015723,1.122675128
0.187169231,1055.958458,0.870268578
0.14530197,1542.275042,1.312327271
0.189310002,1422.143372,1.433574736
0.145907108,997.7125411,1.696772943
0.117461703,1220.785618,1.328359227
0.069404426,744.9554939,1.75993492
0.152348842,1380.943925,2.107715858
0.218955247,1344.714692,1.568026642
0.152288063,1603.643891,1.645451811
0.113056922,1105.252771,0.745030284
0.152189646,404.7057949,1.902412776
0.13457828,1026.381084,1.371384037
0.184488727,1345.022801,1.635326806
0.137098296,758.0537638,1.292837437
0.171116565,913.3641775,1.407354945
0.113293507,1147.611158,1.478130234
0.154164975,1102.8756,2.063351617
0.19050346,1469.536436,1.101491911
0.166573674,1482.012241,1.41176533
0.074825574,1249.143157,0.75002595
0.127553194,1530.651242,1.652397992
0.203666758,1238.148898,1.392563163
