coulomb,turbulent,volume
0.183031254,1062.200839,8.81884987
0.204997237,1137.081587,6.374095579
0.197753448,1386.101094,7.350242114
0.196759095,1374.864186,6.519303973
0.080425932,1328.199903,6.310194017
0.15376818,727.1586896,5.634959912
0.176717662,1540.620371,6.235539636
0.175506864,1134.531051,4.196704709
0.143400217,1036.641638,6.305098565
0.204001015,1369.413028,6.136762246
0.149865533,1350.37697,7.290661118
0.132449772,946.5951424,6.983331139
0.190741317,1117.700464,7.809772362
0.175924235,974.0424119,6.945791506
0.114825476,1561.994314,9.568639838
0.145311141,849.8112949,7.311551404
0.154597816,1840.465106,6.337215996
0.187589574,1158.050621,5.210762866
0.167551692,631.0743942,8.744887779
0.166130134,1774.625855,7.160815246
0.131602143,1325.583827,4.905443789
0.109854664,1233.790793,5.690733003
0.160044214,1171.373131,5.456766486
0.137253251,1111.136148,8.284939195
0.099057328,1320.759529,6.932720594
0.202523993,1062.547122,6.992030096
0.170683952,994.0254911,8.33258849
0.206416105,1351.311424,8.938933527
0.182339457,782.9797401,5.482775337
0.111015495,1013.897317,5.407413316
0.161684635,888.110026,6.652846036
0.133816614,1658.09509,7.546731962
0.196406969,1260.45329,9.091481729
0.134570542,1017.27714,8.691651582
0.133972146,1090.378036,5.771507313
0.147200285,1069.754925,7.19070133
0.152906781,1004.53723,8.54886212
0.151416824,1098.377498,6.239694814
0.188506652,1128.850234,6.339785326
0.132733581,1056.772297,6.496256705
0.136444221,1302.805155,3.970569469
0.172262314,708.2706757,5.918438197
0.138868804,962.5227506,6.308965155
0.083425623,1488.267702,3.736044102
0.141458784,829.1729698,5.198689598
0.243486662,1155.001241,4.341919151
0.094375779,1279.428792,6.370304268
0.147277265,882.8083826,4.020063504
0.116992308,1437.508281,5.405973288
0.104622926,1687.421054,7.080160604
0.150454116,1454.313877,7.818276242
0.135230278,1784.254459,5.991956752
0.103020214,1108.485114,6.732061343
0.252319136,1180.418181,7.131198089
0.156913883,1053.974758,6.344438355
0.191505584,1746.63294,8.043827902
0.208316336,795.9945163,7.974232912
0.168796992,728.1656166,7.233636388
0.153649816,1571.068852,5.174268801
0.14279153,883.7435195,6.116633662
0.176080471,939.6224002,7.728597069
0.111676689,848.7044813,8.705852331
0.119366101,1268.44273,5.790278318
0.176376074,1635.55107,8.938541494
0.186682647,1305.631609,6.378560763
0.180404337,1102.741948,7.073111429
0.14399013,756.0652352,7.980541228
0.220789801,1061.237086,4.394736391
0.185689652,1137.146123,3.626850549
0.160085274,968.788654,5.854450272
0.113737105,1668.403299,5.870188742
0.095779464,1206.693114,6.821081034
0.120566932,319.4353069,5.375229276
0.182820305,1132.829558,6.24291401
0.182432829,808.8931414,8.154843271
0.159786239,1353.351817,8.054572376
0.168939217,897.3715613,8.26074329
0.079993402,993.3726622,5.990926865
0.153355159,1443.383374,6.617955029
0.176286704,1129.974241,6.003737053
0.182909582,1257.733267,5.719571646
0.198040512,1038.09431,5.945070941
0.194296391,1644.392848,6.832087841
0.14311264,808.1299277,5.870347234
0.122406827,1075.556882,7.031006669
0.125925716,1911.635478,6.649618681
0.205208291,491.8768558,7.585601852
0.107350194,1414.443557,7.037008249
0.143698857,1530.724356,5.278029329
0.136775428,862.191748,5.330914229
0.197807398,1274.689368,8.008254748
0.144395253,1258.206459,6.790663879
0.102949706,1661.29842,6.615116257
0.19062396,1424.601795,6.319094878
0.147767383,1406.931189,4.724322962
0.238853495,1039.705769,9.046632484
0.220488508,1173.852648,7.307553464
0.119018061,1242.86437,8.069779933
0.163963139,1019.435639,5.350749036
0.158563103,1457.38392,5.625640112
0.155159596,777.9347489,7.190900538
0.212316061,1580.39929,7.703524369
0.085208448,1288.583482,7.129816965
0.145863989,1199.015723,5.017542473
0.187169231,1055.958458,3.889468504
0.14530197,1542.275042,5.865149816
0.189310002,1422.143372,6.407037927
0.145907108,997.7125411,7.583342761
0.117461703,1220.785618,5.936801013
