"V1","V2","V3"
0.18303125406614,1062.20083869255,1.9732176583054
0.204997236725724,1137.08158740812,1.42620388581058
0.197753448427412,1386.1010935907,1.64461667299587
0.196759094864329,1374.86418646018,1.45869426404474
0.0804259321654651,1328.19990251973,1.41190591124862
0.153768179731787,727.158689628959,1.26082228027111
0.176717662407988,1540.6203710646,1.39520199361121
0.175506864462375,1134.53105083241,0.939012678655359
0.143400217468013,1036.64163830827,1.4107658039774
0.204001014879355,1369.41302768154,1.37310055254122
0.14986553279454,1350.37697042886,1.63128542512517
0.132449772218019,946.595142373391,1.56252034244499
0.190741316980617,1117.70046400681,1.74743656607061
0.175924235214683,974.042411940403,1.55412084952994
0.114825476156768,1561.99431423905,2.1409831636651
0.14531114094134,849.811294933997,1.63595962662438
0.154597815844767,1840.46510614512,1.41795207902153
0.187589574498031,1158.05062064944,1.1659081912201
0.167551691980574,631.074394193827,1.95666864043951
0.166130133528476,1774.62585522912,1.60223241134608
0.131602142763127,1325.5838266281,1.09759304787136
0.109854663990436,1233.79079271127,1.2733015093878
0.160044214065265,1171.3731306936,1.22095150126467
0.13725325068726,1111.1361481519,1.85375514477321
0.0990573279828095,1320.75952894317,1.55119623289444
0.202523993491055,1062.54712195514,1.56446673395003
0.170683951630889,994.0254910899,1.86441667454198
0.206416104627798,1351.31142423556,2.00008637672562
0.182339457022612,782.979740068314,1.22677098170319
0.111015495404066,1013.8973170237,1.20990872955376
0.161684634925769,888.110026041172,1.48857430052066
0.133816614243247,1658.09508994464,1.68858127641416
0.196406969179809,1260.45329037507,2.03421903682595
0.134570541842041,1017.27714002134,1.94475704139792
0.133972145867585,1090.37803621444,1.29137476125977
0.14720028525806,1069.75492539424,1.60891942259388
0.152906780709216,1004.53722964215,1.91280789941101
0.151416823658125,1098.37749761253,1.39613171464554
0.188506652282056,1128.85023381368,1.4185269666148
0.132733580849774,1056.77229672918,1.45353743767556
0.136444220549613,1302.80515538186,0.88841491872033
0.172262314431591,708.270675732944,1.32425054659249
0.1388688038222,962.522750554213,1.41163095353063
0.0834256229727995,1488.26770220534,0.835939867836103
0.141458783941105,829.172969800182,1.16320679757275
0.243486661825134,1155.00124066181,0.971504410104511
0.0943757786232569,1279.42879161589,1.42535557988816
0.147277265018246,882.808382607061,0.899489208969348
0.116992308135373,1437.50828106775,1.20958652326274
0.10462292610462,1687.42105394678,1.58418593509934
0.150454115963479,1454.31387650384,1.74933930919223
0.135230278070754,1784.25445855538,1.34070032320952
0.103020213991488,1108.48511443816,1.50629872544518
0.252319135962374,1180.41818076944,1.59560557234158
0.156913882585739,1053.97475781962,1.41956808186456
0.191505584225206,1746.63293998753,1.79980649307743
0.208316335935468,795.994516302062,1.78423461407911
0.168796992146426,728.16561663598,1.61852614186803
0.153649815811359,1571.06885219132,1.15774264414153
0.142791529842858,883.743519503987,1.36859678180572
0.176080471179454,939.622400228113,1.72927359413744
0.111676688547821,848.704481317774,1.94793445905025
0.119366101387814,1268.44272979129,1.29557477370301
0.176376073586037,1635.55106978366,1.99999865917223
0.18668264667062,1305.63160908956,1.42720297071376
0.180404336918117,1102.74194836622,1.58260868228512
0.143990130240894,756.065235205105,1.78564609974885
0.220789801019982,1061.23708634764,0.983322267492447
0.185689652227113,1137.14612314298,0.811507810356708
0.160085274387211,968.788653995658,1.30993324840997
0.113737105494566,1668.40329852627,1.31345473097194
0.0957794635098769,1206.6931136376,1.52621688141316
0.120566931983628,319.435306892131,1.20270755048169
0.182820305436819,1132.82955813775,1.39685200964613
0.182432829144805,808.893141408401,1.82464618185018
0.159786238868873,1353.35181687695,1.80221056903601
0.168939216596612,897.37156130102,1.8483413110363
0.079993402208581,993.372662249504,1.3404698861218
0.1533551585294,1443.38337377543,1.48076743773079
0.176286704136953,1129.97424125879,1.34333616570028
0.182909582209834,1257.73326694886,1.27975415568292
0.198040512303073,1038.09431025597,1.33020962307575
0.194296391123192,1644.39284849717,1.52867965453553
0.143112639608494,808.129927727869,1.31349019356131
0.122406826939599,1075.55688235335,1.57318774222332
0.125925716319045,1911.63547831478,1.4878521798881
0.205208290698198,491.87685579597,1.69727841427597
0.107350193581938,1414.44355731263,1.5745305956518
0.143698856829209,1530.72435617597,1.1809590624096
0.136775427830379,862.191747955192,1.19279205878229
0.197807398134923,1274.68936799423,1.79184699992838
0.144395253437853,1258.20645888521,1.51941104296616
0.102949706304698,1661.29842014919,1.48013226261426
